1292	   2.9	     4.6     	9.6     	9.4     	R
1577	   3.1	     3.1     	6.4     	9.9     	A
1598	   3.7	     6.9     	6.8     	4.2     	A
1436	   2.2	     3.5     	9.7     	8.5     	R
1317	   2.4	     3.7     	6.0     	2.6     	R
1543	   2.2	     6.4     	7.2     	2.1     	R
1224	   3.1	     6.2     	7.2     	5.4     	R
1352	   2.5	     3.0     	7.6     	4.6     	R
1594	   2.8	     4.3     	8.2     	6.8     	R
1384	   2.3	     7.7     	8.1     	2.5     	R
1393	   3.7	     4.9     	8.3     	8.7     	A
1335	   2.9	     9.6     	9.3     	8.0     	R
1581	   3.8	     5.0     	7.6     	3.4     	A
1485	   3.6	     5.8     	8.9     	3.4     	R
1489	   3.4	     7.0     	9.6     	4.0     	A
1269	   2.7	     5.7     	9.4     	9.2     	R
1375	   2.7	     8.1     	8.8     	9.3     	R
1424	   2.1	     5.5     	8.0     	8.9     	R
1240	   2.9	     8.2     	7.5     	8.9     	R
1565	   2.2	     7.5     	7.3     	8.5     	R
1529	   2.1	     6.6     	7.6     	9.6     	R
1503	   3.1	     5.2     	6.6     	5.4     	R
1283	   3.2	     8.3     	9.8     	4.3     	R
1471	   3.0	     5.3     	6.1     	2.0     	R
1276	   2.3	     6.2     	9.7     	6.2     	R
1324	   3.7	     7.4     	9.8     	3.3     	R
1373	   3.6	     4.4     	9.8     	3.4     	R
1259	   3.4	     8.2     	7.8     	8.8     	R
1268	   3.3	     6.0     	9.7     	6.9     	R
1486	   3.2	     3.8     	6.2     	7.2     	R
1244	   2.5	     8.5     	8.3     	3.4     	R
1321	   3.8	     3.2     	9.7     	8.7     	A
1274	   2.7	     7.3     	7.6     	4.5     	R
1516	   3.1	     3.1     	8.2     	10.0     	A
1544	   3.4	     7.7     	7.2     	7.2     	A
1310	   2.0	     4.8     	7.5     	2.4     	R
1559	   3.0	     5.0     	8.7     	2.5     	R
1386	   4.0	     9.6     	8.0     	9.3     	A
1511	   3.3	     4.9     	7.6     	2.5     	R
1429	   2.4	     7.2     	8.3     	7.8     	R
1442	   2.9	     6.1     	7.1     	7.9     	R
1231	   3.1	     8.2     	7.3     	9.5     	R
1521	   2.5	     6.1     	6.4     	9.3     	R
1401	   3.1	     9.3     	7.8     	2.4     	R
1521	   2.5	     8.1     	6.3     	7.0     	R
1515	   3.3	     8.6     	7.6     	3.8     	R
1412	   2.0	     7.7     	9.9     	4.2     	R
1367	   2.1	     8.8     	6.7     	5.0     	R
1506	   3.9	     7.3     	6.8     	2.5     	A
1410	   3.4	     7.4     	7.7     	3.3     	R
1471	   2.5	     5.7     	7.6     	4.4     	R
1202	   2.4	     9.6     	9.3     	6.7     	R
1269	   2.7	     7.1     	9.4     	4.5     	R
1545	   2.5	     5.5     	8.8     	5.5     	R
1494	   2.9	     5.8     	7.4     	7.3     	R
1388	   3.8	     5.6     	6.4     	4.4     	R
1413	   3.6	     6.7     	9.7     	3.4     	R
1528	   3.9	     5.6     	9.1     	7.9     	A
1581	   3.9	     3.6     	8.2     	8.3     	A
1357	   2.8	     3.4     	9.0     	2.8     	R
1395	   3.0	     6.9     	9.6     	8.7     	R
1291	   2.7	     8.0     	8.4     	5.7     	R
1205	   2.3	     4.7     	8.1     	2.5     	R
1365	   2.7	     9.9     	9.1     	3.0     	R
1491	   3.5	     3.4     	9.3     	4.2     	R
1537	   2.4	     7.8     	9.6     	9.7     	R
1514	   2.8	     6.1     	7.4     	4.3     	R
1314	   3.2	     7.5     	6.0     	3.4     	R
1244	   2.0	     5.2     	7.4     	6.4     	R
1351	   3.5	     9.4     	7.5     	6.4     	A
1212	   2.2	     5.0     	6.4     	9.3     	R
1424	   3.9	     3.8     	7.0     	8.6     	A
1231	   2.1	     4.5     	8.1     	5.1     	R
1401	   3.6	     9.7     	6.6     	8.5     	A
1256	   2.5	     8.8     	7.8     	6.9     	R
1351	   3.7	     5.6     	7.1     	3.7     	R
1566	   2.6	     5.1     	6.8     	5.2     	R
1286	   3.5	     5.4     	7.3     	2.1     	R
1267	   2.8	     3.3     	7.6     	9.5     	R
1370	   3.8	     8.2     	7.5     	2.4     	R
1424	   3.1	     5.1     	7.6     	9.9     	R
1565	   3.5	     8.8     	7.1     	2.4     	A
1213	   2.4	     5.6     	7.4     	5.2     	R
1510	   3.1	     4.2     	6.5     	9.1     	A
1269	   2.6	     5.1     	6.9     	7.4     	R
1294	   3.3	     7.0     	9.9     	2.2     	R
1444	   3.1	     6.9     	9.7     	9.5     	A
1416	   3.7	     7.9     	7.5     	2.9     	R
1500	   2.8	     5.3     	6.5     	7.9     	R
1490	   3.8	     5.0     	9.6     	2.1     	A
1270	   2.1	     5.1     	7.9     	4.2     	R
1588	   3.4	     9.5     	8.1     	7.6     	A
1579	   2.3	     4.7     	8.0     	2.5     	R
1269	   2.1	     9.3     	9.5     	5.3     	R
1205	   3.2	     8.7     	7.3     	8.0     	R
1417	   2.1	     7.5     	9.3     	9.6     	R
1462	   2.0	     3.1     	9.8     	5.9     	R
1319	   3.8	     4.3     	6.9     	5.7     	R
1554	   2.3	     7.2     	6.5     	7.4     	R
1468	   2.6	     8.0     	8.3     	3.4     	R
1250	   3.2	     8.5     	9.7     	9.3     	R
1414	   3.0	     9.9     	6.7     	4.5     	R
1573	   3.7	     5.3     	9.8     	8.3     	A
1522	   2.5	     8.0     	10.0     	5.8     	R
1267	   3.8	     7.5     	9.1     	2.1     	R
1324	   2.9	     5.2     	6.1     	2.1     	R
1392	   2.3	     7.1     	7.1     	2.7     	R
1402	   3.6	     7.0     	7.9     	9.9     	A
1554	   2.8	     8.7     	6.8     	5.0     	R
1442	   2.0	     7.4     	7.3     	2.1     	R
1236	   3.0	     9.3     	8.9     	4.1     	R
1565	   2.1	     7.9     	6.9     	2.6     	R
1485	   3.4	     4.6     	7.2     	9.8     	A
1326	   3.6	     8.5     	9.6     	4.4     	R
1508	   3.5	     8.0     	8.4     	9.9     	A
1235	   2.4	     3.0     	8.8     	6.1     	R
1206	   3.6	     3.0     	9.7     	6.3     	R
1304	   3.7	     7.0     	9.9     	2.4     	R
1457	   3.4	     8.3     	9.5     	9.9     	A
1493	   2.4	     8.6     	8.1     	2.6     	R
1237	   2.6	     8.9     	9.2     	9.1     	R
1532	   3.8	     3.6     	9.3     	6.9     	A
1441	   3.7	     5.9     	8.4     	8.1     	A
1577	   3.7	     7.2     	8.1     	8.7     	A
1459	   2.3	     6.6     	7.6     	2.3     	R
1398	   2.3	     4.5     	7.2     	7.3     	R
1316	   2.8	     9.7     	6.6     	3.6     	R
1535	   3.9	     3.6     	9.7     	8.4     	A
1480	   3.1	     7.5     	6.5     	3.1     	R
1364	   2.1	     3.0     	6.0     	6.6     	R
1533	   3.3	     8.2     	7.4     	2.5     	R
1508	   3.7	     4.4     	10.0     	3.1     	A
1546	   2.6	     6.6     	9.3     	5.3     	R
1486	   3.3	     5.7     	9.2     	6.7     	A
1273	   3.0	     3.8     	9.3     	7.0     	R
1300	   2.5	     7.8     	7.0     	4.0     	R
1303	   2.2	     9.3     	10.0     	5.5     	R
1587	   3.5	     4.9     	6.7     	8.0     	A
1363	   2.1	     3.2     	9.7     	8.9     	R
1379	   3.3	     6.6     	9.3     	5.6     	R
1242	   2.0	     9.7     	6.9     	8.8     	R
1433	   2.9	     3.6     	7.1     	7.8     	R
1336	   3.0	     8.7     	7.0     	6.2     	R
1298	   2.4	     5.0     	8.1     	5.1     	R
1217	   3.9	     6.0     	6.3     	8.9     	R
1314	   3.1	     6.5     	9.2     	4.9     	R
1581	   3.8	     5.6     	9.7     	3.1     	A
1290	   3.0	     7.3     	7.3     	8.1     	R
1334	   3.3	     5.0     	6.6     	9.3     	R
1524	   2.8	     3.9     	6.4     	9.4     	R
1404	   2.3	     8.9     	9.8     	3.8     	R
1482	   2.4	     8.2     	6.8     	2.3     	R
1242	   2.3	     9.6     	7.9     	2.7     	R
1232	   3.4	     7.1     	8.8     	2.2     	R
1339	   2.1	     7.8     	8.6     	3.4     	R
1438	   2.9	     7.0     	8.9     	6.4     	R
1398	   2.5	     7.8     	7.4     	3.4     	R
1565	   2.1	     5.8     	8.6     	4.1     	R
1370	   3.5	     6.0     	7.5     	4.0     	R
1403	   2.9	     9.7     	6.4     	3.1     	R
1593	   2.9	     4.2     	8.7     	2.6     	R
1338	   2.5	     6.7     	9.7     	9.9     	R
1231	   2.8	     4.5     	9.1     	8.1     	R
1354	   3.4	     8.8     	9.1     	4.8     	R
1233	   2.4	     3.8     	8.1     	6.6     	R
1342	   2.0	     3.2     	7.3     	2.9     	R
1266	   2.6	     6.9     	7.3     	9.7     	R
1453	   3.4	     4.6     	6.7     	6.8     	R
1288	   2.5	     3.2     	7.8     	2.1     	R
1518	   3.6	     7.9     	8.5     	6.8     	A
1217	   3.4	     8.7     	6.6     	3.7     	R
1354	   3.0	     4.7     	7.6     	8.6     	R
1340	   3.2	     3.8     	9.6     	9.3     	R
1234	   3.1	     7.1     	7.3     	7.6     	R
1279	   3.1	     9.6     	6.9     	9.8     	R
1584	   2.0	     8.6     	8.6     	7.1     	R
1363	   3.4	     5.4     	6.9     	8.8     	R
1424	   3.2	     5.6     	9.2     	2.2     	R
1275	   2.3	     7.2     	7.2     	2.5     	R
1403	   2.8	     7.2     	6.4     	7.7     	R
1320	   2.6	     4.8     	7.0     	6.2     	R
1295	   2.4	     6.8     	6.2     	9.0     	R
1276	   2.9	     7.0     	8.2     	7.4     	R
1372	   2.2	     4.9     	9.2     	9.2     	R
1318	   4.0	     3.4     	9.6     	4.4     	R
1243	   2.8	     7.8     	8.8     	6.0     	R
1363	   2.0	     8.6     	8.7     	4.0     	R
1332	   3.8	     6.3     	9.5     	9.6     	A
1335	   2.1	     5.8     	9.7     	6.9     	R
1226	   2.7	     8.0     	7.4     	3.1     	R
1444	   3.3	     3.9     	8.6     	6.3     	R
1369	   3.5	     9.5     	6.5     	5.8     	R
1375	   3.1	     6.4     	7.0     	3.5     	R
1496	   3.1	     3.7     	6.8     	5.6     	R
1217	   3.1	     6.7     	7.8     	5.7     	R
1254	   3.0	     8.6     	9.4     	8.8     	R
1577	   2.9	     6.4     	6.3     	3.0     	R
1208	   3.0	     9.2     	9.8     	6.9     	R
1347	   2.8	     4.0     	9.4     	7.1     	R
1333	   3.2	     4.5     	7.7     	8.4     	R
1465	   2.9	     5.4     	6.8     	9.3     	R
1521	   2.7	     5.9     	8.4     	3.4     	R
1306	   3.1	     7.4     	9.0     	7.0     	R
1501	   3.6	     3.9     	8.6     	7.9     	A
1495	   2.0	     3.9     	9.5     	9.0     	R
1506	   2.4	     6.2     	9.9     	7.1     	R
1306	   3.3	     3.8     	8.4     	8.7     	R
1210	   2.8	     4.1     	7.8     	2.2     	R
1333	   3.4	     7.0     	9.9     	5.7     	R
1279	   3.4	     4.7     	7.3     	4.9     	R
1590	   2.1	     5.7     	6.4     	9.5     	R
1301	   3.7	     4.1     	8.9     	8.8     	A
1518	   4.0	     6.4     	9.6     	6.8     	A
1326	   3.9	     3.1     	7.9     	5.1     	R
1212	   3.6	     3.6     	8.4     	8.2     	R
1424	   3.6	     6.5     	9.2     	3.0     	R
1547	   3.6	     4.3     	7.0     	9.1     	A
1248	   3.0	     8.3     	7.1     	3.8     	R
1439	   2.1	     4.5     	6.3     	9.8     	R
1520	   2.8	     9.4     	9.2     	9.0     	A
1319	   3.7	     7.8     	7.6     	5.5     	R
1386	   3.9	     4.7     	9.9     	8.0     	A
1346	   3.7	     6.7     	8.2     	2.7     	R
1367	   3.3	     7.2     	6.7     	9.5     	A
1528	   3.5	     3.1     	6.1     	8.8     	A
1597	   3.7	     4.8     	9.6     	7.1     	A
1252	   2.4	     6.4     	9.3     	6.8     	R
1570	   2.6	     6.8     	6.7     	4.0     	R
1321	   3.1	     3.6     	9.3     	2.7     	R
1270	   2.5	     8.3     	9.1     	5.4     	R
1477	   3.2	     4.4     	8.8     	7.0     	R
1219	   3.4	     6.1     	7.2     	6.9     	R
1235	   2.9	     8.7     	8.3     	4.0     	R
1365	   3.0	     6.8     	9.8     	7.3     	R
1516	   2.5	     4.4     	9.5     	2.8     	R
1312	   2.1	     5.5     	6.1     	8.6     	R
1513	   3.5	     5.9     	9.9     	5.5     	A
1213	   2.1	     3.9     	7.9     	4.7     	R
1497	   3.1	     8.4     	8.2     	3.2     	R
1207	   3.9	     7.5     	8.2     	9.5     	A
1322	   2.7	     4.4     	8.0     	3.8     	R
1320	   3.6	     5.0     	8.6     	8.6     	A
1241	   2.9	     6.8     	8.1     	5.4     	R
1591	   3.1	     6.2     	6.5     	2.3     	R
1515	   3.7	     7.3     	8.2     	5.3     	A
1502	   3.1	     5.7     	7.6     	3.1     	R
1329	   3.4	     6.4     	8.1     	3.7     	R
1482	   3.7	     10.0     	9.9     	5.9     	A
1524	   2.2	     9.5     	7.4     	6.9     	R
1342	   2.7	     4.2     	9.2     	5.6     	R
1282	   3.2	     5.1     	9.3     	3.2     	R
1488	   3.1	     8.1     	6.4     	9.8     	A
1543	   2.9	     7.7     	7.4     	9.7     	A
1550	   2.1	     8.5     	9.5     	2.3     	R
1310	   3.4	     3.9     	6.8     	2.3     	R
1494	   3.1	     5.6     	9.6     	5.0     	R
1530	   2.2	     9.8     	6.5     	9.4     	R
1250	   3.7	     6.5     	9.4     	9.7     	A
1387	   3.4	     5.8     	6.6     	2.4     	R
1345	   2.0	     3.7     	6.6     	9.1     	R
1253	   2.9	     7.0     	7.0     	7.1     	R
1443	   4.0	     4.4     	9.9     	9.2     	A
1427	   3.6	     3.0     	8.2     	9.6     	A
1572	   3.3	     8.6     	7.7     	6.2     	A
1505	   3.8	     4.6     	6.7     	2.3     	R
1315	   3.1	     3.4     	7.6     	7.4     	R
1576	   3.0	     3.8     	8.0     	8.2     	A
1496	   2.2	     8.4     	9.7     	2.8     	R
1466	   3.0	     9.4     	8.7     	2.4     	R
1544	   3.2	     8.0     	8.6     	2.2     	R
1294	   2.8	     9.5     	7.9     	6.7     	R
1587	   3.5	     3.8     	6.1     	3.2     	R
1520	   3.9	     7.7     	9.6     	5.8     	A
1378	   3.3	     7.2     	6.9     	6.7     	R
1478	   3.8	     3.6     	8.5     	6.4     	A
1254	   2.9	     4.1     	9.4     	3.1     	R
1274	   2.2	     6.9     	6.5     	6.4     	R
1259	   2.2	     5.2     	7.1     	2.9     	R
1384	   2.1	     3.5     	6.5     	9.8     	R
1419	   3.2	     7.4     	6.6     	8.3     	R
1284	   3.7	     7.7     	7.2     	5.6     	R
1292	   2.9	     9.5     	7.5     	4.3     	R
1224	   3.1	     5.6     	8.5     	7.5     	R
1570	   3.5	     8.4     	7.0     	2.3     	A
1554	   3.4	     3.8     	9.8     	8.7     	A
1234	   3.0	     5.8     	8.9     	7.2     	R
1279	   3.9	     6.4     	9.5     	3.8     	R
1577	   2.2	     7.7     	9.5     	5.9     	R
1580	   3.9	     3.5     	7.3     	6.4     	A
1502	   2.5	     5.2     	8.1     	5.9     	R
1341	   2.8	     4.3     	7.8     	5.0     	R
1209	   3.1	     9.2     	7.7     	4.1     	R
1415	   3.3	     4.3     	6.1     	6.0     	R
1367	   3.9	     7.3     	6.3     	8.7     	A
1242	   2.1	     8.4     	6.7     	4.8     	R
1329	   3.9	     7.2     	8.6     	5.7     	A
1236	   4.0	     9.2     	7.1     	5.6     	R
1304	   2.6	     3.0     	6.6     	7.9     	R
1307	   3.4	     5.6     	7.8     	7.7     	R
1548	   3.8	     7.8     	7.9     	9.7     	A
1413	   3.2	     10.0     	7.2     	8.1     	A
1339	   3.3	     7.9     	9.8     	4.2     	R
1263	   2.1	     4.9     	6.2     	4.6     	R
1488	   2.6	     7.4     	8.9     	5.6     	R
1347	   4.0	     4.0     	8.9     	5.6     	A
1543	   3.2	     5.3     	8.2     	2.7     	R
1317	   2.2	     7.8     	7.1     	5.1     	R
1378	   3.3	     3.2     	6.6     	6.7     	R
1316	   2.6	     7.4     	8.2     	4.7     	R
1583	   2.6	     7.5     	8.4     	2.0     	R
1240	   3.9	     10.0     	7.0     	7.6     	A
1380	   2.2	     5.1     	9.1     	7.2     	R
1356	   2.1	     8.1     	6.3     	4.9     	R
1250	   3.0	     10.0     	6.6     	7.3     	R
1434	   2.9	     9.7     	6.9     	10.0     	A
1322	   2.4	     4.9     	9.8     	8.1     	R
1310	   2.1	     8.1     	7.1     	4.4     	R
1368	   3.4	     5.8     	8.9     	6.0     	R
1220	   2.2	     7.1     	9.1     	3.5     	R
1576	   3.8	     8.0     	9.8     	2.5     	A
1348	   3.1	     6.5     	7.3     	8.0     	R
1399	   3.3	     9.5     	9.1     	6.8     	A
1475	   2.1	     7.6     	7.7     	4.6     	R
1579	   3.7	     3.3     	7.4     	6.5     	A
1420	   2.8	     7.7     	6.5     	3.5     	R
1544	   2.1	     3.7     	8.3     	2.1     	R
1262	   3.9	     6.8     	8.6     	4.2     	R
1314	   2.3	     9.4     	6.8     	9.4     	R
1407	   3.8	     9.8     	6.7     	4.5     	A
1319	   2.2	     4.1     	7.4     	5.7     	R
1483	   3.8	     9.0     	7.5     	2.2     	A
1218	   2.5	     3.7     	6.6     	8.5     	R
1245	   2.6	     8.3     	8.6     	9.6     	R
1213	   3.9	     3.8     	9.8     	3.2     	R
1214	   2.9	     3.3     	6.1     	7.1     	R
1344	   2.6	     8.3     	8.0     	7.2     	R
1288	   2.4	     6.9     	6.3     	6.8     	R
1430	   2.3	     8.9     	8.7     	4.2     	R
1461	   3.6	     7.0     	7.6     	5.5     	A
1407	   2.9	     5.7     	8.5     	5.2     	R
1413	   3.3	     9.1     	8.3     	7.4     	A
1403	   3.9	     9.9     	7.1     	5.6     	A
1457	   3.0	     7.7     	6.8     	6.6     	R
1310	   3.5	     7.9     	6.5     	5.6     	R
1587	   3.5	     4.6     	8.1     	3.4     	A
1470	   2.1	     7.3     	6.2     	7.4     	R
1206	   3.2	     5.4     	9.5     	3.4     	R
1206	   2.8	     3.8     	6.0     	7.2     	R
1430	   3.3	     4.0     	7.0     	8.7     	R
1484	   3.1	     7.3     	7.6     	7.1     	R
1223	   2.8	     5.9     	7.2     	9.3     	R
1437	   3.9	     9.8     	6.9     	2.2     	A
1457	   2.5	     7.4     	9.9     	2.9     	R
1521	   2.0	     6.5     	9.7     	2.1     	R
1262	   3.0	     7.6     	7.2     	8.0     	R
1398	   2.0	     4.9     	6.4     	5.4     	R
1567	   2.3	     8.6     	7.3     	5.7     	R
1485	   3.9	     6.0     	8.7     	3.1     	A
1383	   2.6	     5.6     	6.3     	4.5     	R
1392	   3.8	     5.2     	9.9     	8.5     	A
1326	   2.3	     5.2     	9.9     	5.5     	R
1225	   2.9	     6.2     	7.4     	6.6     	R
1549	   2.5	     8.2     	8.7     	6.7     	R
1277	   2.8	     6.6     	8.5     	2.6     	R
1463	   2.2	     5.7     	6.1     	3.3     	R
1479	   3.0	     3.4     	6.0     	6.0     	R
1546	   2.6	     7.5     	6.7     	4.3     	R
1230	   2.5	     8.3     	8.1     	6.6     	R
1330	   2.8	     8.9     	6.3     	2.6     	R
1371	   2.5	     6.3     	9.8     	9.0     	R
1415	   3.2	     9.7     	9.7     	7.1     	A
1250	   3.3	     4.0     	6.7     	7.1     	R
1457	   2.1	     9.7     	7.1     	3.8     	R
1298	   2.7	     6.3     	6.0     	9.1     	R
1220	   2.7	     5.0     	9.6     	5.1     	R
1346	   2.6	     7.6     	9.3     	4.1     	R
1412	   2.8	     9.1     	8.0     	4.5     	R
1405	   3.2	     9.5     	8.6     	8.4     	A
1427	   2.6	     8.9     	8.1     	6.7     	R
1230	   3.5	     9.6     	8.2     	8.2     	R
1529	   3.2	     3.7     	6.4     	5.9     	R
1399	   3.0	     8.6     	6.6     	4.5     	R
1229	   3.4	     7.8     	9.8     	3.4     	R
1598	   2.9	     8.6     	9.7     	3.0     	R
1437	   3.0	     6.0     	7.8     	2.2     	R
1203	   3.0	     8.6     	9.8     	2.5     	R
1429	   3.5	     7.7     	8.7     	9.0     	A
1260	   2.4	     5.5     	9.8     	4.6     	R
1468	   2.1	     3.1     	7.4     	9.8     	R
1274	   2.7	     6.1     	9.9     	4.3     	R
1423	   3.2	     8.5     	9.9     	2.2     	R
1524	   4.0	     6.8     	8.4     	9.5     	A
1443	   2.4	     8.0     	7.1     	8.9     	R
1435	   2.8	     3.3     	9.8     	5.0     	R
1348	   3.2	     5.9     	7.5     	9.8     	R
1354	   3.1	     5.3     	9.3     	6.4     	R
1447	   2.8	     3.9     	7.6     	4.9     	R
1258	   2.4	     5.5     	8.7     	8.6     	R
1318	   2.6	     3.0     	6.0     	6.5     	R
1547	   3.2	     9.9     	9.6     	6.3     	A
1347	   2.6	     4.1     	9.1     	7.3     	R
1253	   2.3	     4.7     	7.9     	9.9     	R
1514	   2.2	     5.6     	9.7     	5.9     	R
1493	   2.1	     7.9     	6.4     	8.0     	R
1410	   2.8	     3.3     	8.1     	5.2     	R
1442	   2.8	     9.9     	8.4     	4.5     	R
1413	   3.9	     7.2     	8.8     	7.9     	A
1304	   3.7	     9.3     	8.0     	4.4     	R
1557	   2.6	     5.7     	7.0     	3.6     	R
1547	   4.0	     4.8     	8.3     	2.7     	A
1202	   2.2	     6.3     	6.2     	7.0     	R
1548	   3.3	     3.2     	9.5     	4.0     	R
1337	   2.8	     4.5     	9.8     	2.7     	R
1581	   2.4	     9.4     	9.4     	7.6     	R
1286	   3.5	     9.9     	8.4     	2.1     	R
1274	   2.9	     3.1     	7.8     	2.3     	R
1238	   2.9	     3.9     	8.3     	6.0     	R
1503	   2.9	     4.1     	9.2     	4.4     	R
1359	   2.3	     7.9     	8.4     	2.6     	R
1518	   3.1	     4.9     	8.9     	5.4     	R
1588	   3.9	     4.3     	9.8     	6.2     	A
1279	   2.3	     9.9     	6.8     	6.7     	R
1209	   2.6	     3.3     	6.6     	9.0     	R
1417	   3.8	     5.2     	8.8     	7.6     	A
1450	   2.2	     8.8     	7.3     	7.6     	R
1560	   2.3	     4.9     	6.7     	8.7     	R
1478	   2.3	     8.4     	9.5     	2.8     	R
1320	   2.2	     4.7     	7.2     	4.3     	R
1536	   2.6	     7.1     	9.5     	5.7     	R
1387	   2.9	     5.6     	9.2     	3.0     	R
1230	   2.8	     4.5     	9.6     	8.0     	R
1567	   3.6	     9.1     	6.8     	9.9     	A
1488	   3.8	     3.9     	8.0     	8.1     	A
1293	   3.6	     8.9     	7.9     	2.7     	R
1250	   2.6	     5.9     	8.9     	3.7     	R
1550	   2.4	     7.5     	7.0     	9.8     	R
1503	   2.7	     5.8     	9.9     	3.9     	R
1259	   3.8	     3.3     	6.1     	2.6     	R
1212	   3.5	     9.8     	6.6     	4.0     	R
1492	   2.8	     3.3     	8.3     	9.0     	R
